race_id,checkpoint_label,checkpoint_offset_sec,scheduled_time,fetched_time,umaban,fuku_odds_low,fuku_odds_high,fuku_ninki
202601020501,確定,-600,2026-09-05 10:00:00,2026-09-05 10:00:21.177253,1,2.5,15.0,6
202601020501,確定,-600,2026-09-05 10:00:00,2026-09-05 10:00:21.177253,2,1.2,4.6,2
202601020501,確定,-600,2026-09-05 10:00:00,2026-09-05 10:00:21.177253,3,27.9,194.3,10
202601020501,確定,-600,2026-09-05 10:00:00,2026-09-05 10:00:21.177253,4,4.4,27.9,7
202601020501,確定,-600,2026-09-05 10:00:00,2026-09-05 10:00:21.177253,5,1.9,10.2,5
202601020501,確定,-600,2026-09-05 10:00:00,2026-09-05 10:00:21.177253,6,34.4,240.4,11
202601020501,確定,-600,2026-09-05 10:00:00,2026-09-05 10:00:21.177253,7,1.6,8.2,4
202601020501,確定,-600,2026-09-05 10:00:00,2026-09-05 10:00:21.177253,8,8.6,57.9,8
202601020501,確定,-600,2026-09-05 10:00:00,2026-09-05 10:00:21.177253,9,1.0,1.1,1
202601020501,確定,-600,2026-09-05 10:00:00,2026-09-05 10:00:21.177253,10,36.5,254.8,12
202601020501,確定,-600,2026-09-05 10:00:00,2026-09-05 10:00:21.177253,11,1.4,7.0,3
202601020501,確定,-600,2026-09-05 10:00:00,2026-09-05 10:00:21.177253,12,15.0,103.1,9
202609040101,確定,-600,2026-09-05 10:05:00,2026-09-05 10:05:05.072675,1,3.2,4.9,7
202609040101,確定,-600,2026-09-05 10:05:00,2026-09-05 10:05:05.072675,2,4.5,7.1,8
202609040101,確定,-600,2026-09-05 10:05:00,2026-09-05 10:05:05.072675,3,2.7,4.1,5
202609040101,確定,-600,2026-09-05 10:05:00,2026-09-05 10:05:05.072675,4,2.9,4.4,6
202609040101,確定,-600,2026-09-05 10:05:00,2026-09-05 10:05:05.072675,5,7.6,12.3,9
202609040101,確定,-600,2026-09-05 10:05:00,2026-09-05 10:05:05.072675,6,10.0,16.1,10
202609040101,確定,-600,2026-09-05 10:05:00,2026-09-05 10:05:05.072675,7,1.6,2.3,4
202609040101,確定,-600,2026-09-05 10:05:00,2026-09-05 10:05:05.072675,8,1.4,1.9,3
202609040101,確定,-600,2026-09-05 10:05:00,2026-09-05 10:05:05.072675,9,1.4,2.0,2
202609040101,確定,-600,2026-09-05 10:05:00,2026-09-05 10:05:05.072675,10,29.8,48.0,11
202609040101,確定,-600,2026-09-05 10:05:00,2026-09-05 10:05:05.072675,11,1.2,1.6,1
202606040101,確定,-600,2026-09-05 10:15:00,2026-09-05 10:15:05.604874,1,1.6,4.2,4
202606040101,確定,-600,2026-09-05 10:15:00,2026-09-05 10:15:05.604874,2,3.4,9.9,6
202606040101,確定,-600,2026-09-05 10:15:00,2026-09-05 10:15:05.604874,3,1.3,3.0,3
202606040101,確定,-600,2026-09-05 10:15:00,2026-09-05 10:15:05.604874,4,1.1,1.1,2
202606040101,確定,-600,2026-09-05 10:15:00,2026-09-05 10:15:05.604874,5,4.7,13.6,8
202606040101,確定,-600,2026-09-05 10:15:00,2026-09-05 10:15:05.604874,6,1.8,4.7,5
202606040101,確定,-600,2026-09-05 10:15:00,2026-09-05 10:15:05.604874,7,1.1,1.5,1
202606040101,確定,-600,2026-09-05 10:15:00,2026-09-05 10:15:05.604874,8,4.2,12.3,7
202601020502,確定,-600,2026-09-05 10:30:00,2026-09-05 10:30:21.235038,1,3.9,6.8,7
202601020502,確定,-600,2026-09-05 10:30:00,2026-09-05 10:30:21.235038,2,4.8,8.5,8
202601020502,確定,-600,2026-09-05 10:30:00,2026-09-05 10:30:21.235038,3,1.6,2.5,4
202601020502,確定,-600,2026-09-05 10:30:00,2026-09-05 10:30:21.235038,4,3.0,5.2,6
202601020502,確定,-600,2026-09-05 10:30:00,2026-09-05 10:30:21.235038,5,6.3,11.2,10
202601020502,確定,-600,2026-09-05 10:30:00,2026-09-05 10:30:21.235038,6,4.9,8.7,9
202601020502,確定,-600,2026-09-05 10:30:00,2026-09-05 10:30:21.235038,7,2.6,4.4,5
202601020502,確定,-600,2026-09-05 10:30:00,2026-09-05 10:30:21.235038,8,17.7,31.5,11
202601020502,確定,-600,2026-09-05 10:30:00,2026-09-05 10:30:21.235038,9,1.3,1.9,2
202601020502,確定,-600,2026-09-05 10:30:00,2026-09-05 10:30:21.235038,10,1.5,2.3,3
202601020502,確定,-600,2026-09-05 10:30:00,2026-09-05 10:30:21.235038,11,1.1,1.4,1
202609040102,確定,-600,2026-09-05 10:40:00,2026-09-05 10:40:15.555457,1,7.5,11.4,5
202609040102,確定,-600,2026-09-05 10:40:00,2026-09-05 10:40:15.555457,2,1.1,1.3,1
202609040102,確定,-600,2026-09-05 10:40:00,2026-09-05 10:40:15.555457,3,2.5,3.9,4
202609040102,確定,-600,2026-09-05 10:40:00,2026-09-05 10:40:15.555457,4,1.4,2.1,3
202609040102,確定,-600,2026-09-05 10:40:00,2026-09-05 10:40:15.555457,5,1.4,2.2,2
202606040102,確定,-600,2026-09-05 10:50:00,2026-09-05 10:50:05.352334,1,33.3,58.9,16
202606040102,確定,-600,2026-09-05 10:50:00,2026-09-05 10:50:05.352334,2,1.2,1.5,1
202606040102,確定,-600,2026-09-05 10:50:00,2026-09-05 10:50:05.352334,3,3.4,5.7,7
202606040102,確定,-600,2026-09-05 10:50:00,2026-09-05 10:50:05.352334,4,8.5,14.8,10
202606040102,確定,-600,2026-09-05 10:50:00,2026-09-05 10:50:05.352334,5,10.0,17.5,12
202606040102,確定,-600,2026-09-05 10:50:00,2026-09-05 10:50:05.352334,6,4.5,7.7,8
202606040102,確定,-600,2026-09-05 10:50:00,2026-09-05 10:50:05.352334,7,18.8,33.3,14
202606040102,確定,-600,2026-09-05 10:50:00,2026-09-05 10:50:05.352334,8,1.5,2.3,3
202606040102,確定,-600,2026-09-05 10:50:00,2026-09-05 10:50:05.352334,9,23.3,41.2,15
202606040102,確定,-600,2026-09-05 10:50:00,2026-09-05 10:50:05.352334,10,6.7,11.7,9
202606040102,確定,-600,2026-09-05 10:50:00,2026-09-05 10:50:05.352334,11,1.9,3.0,4
202606040102,確定,-600,2026-09-05 10:50:00,2026-09-05 10:50:05.352334,12,1.3,1.9,2
202606040102,確定,-600,2026-09-05 10:50:00,2026-09-05 10:50:05.352334,13,10.0,17.5,13
202606040102,確定,-600,2026-09-05 10:50:00,2026-09-05 10:50:05.352334,14,3.2,5.3,5
202606040102,確定,-600,2026-09-05 10:50:00,2026-09-05 10:50:05.352334,15,9.0,15.6,11
202606040102,確定,-600,2026-09-05 10:50:00,2026-09-05 10:50:05.352334,16,3.4,5.7,6
202601020503,確定,-600,2026-09-05 11:00:00,2026-09-05 11:00:16.996471,1,1.8,2.9,4
202601020503,確定,-600,2026-09-05 11:00:00,2026-09-05 11:00:16.996471,2,8.7,15.5,9
202601020503,確定,-600,2026-09-05 11:00:00,2026-09-05 11:00:16.996471,3,2.1,3.4,5
202601020503,確定,-600,2026-09-05 11:00:00,2026-09-05 11:00:16.996471,4,1.1,1.4,1
202601020503,確定,-600,2026-09-05 11:00:00,2026-09-05 11:00:16.996471,5,1.5,2.3,3
202601020503,確定,-600,2026-09-05 11:00:00,2026-09-05 11:00:16.996471,6,22.5,40.7,12
202601020503,確定,-600,2026-09-05 11:00:00,2026-09-05 11:00:16.996471,7,15.7,28.4,10
202601020503,確定,-600,2026-09-05 11:00:00,2026-09-05 11:00:16.996471,8,2.3,3.7,6
202601020503,確定,-600,2026-09-05 11:00:00,2026-09-05 11:00:16.996471,9,1.3,1.9,2
202601020503,確定,-600,2026-09-05 11:00:00,2026-09-05 11:00:16.996471,10,4.0,6.9,7
202601020503,確定,-600,2026-09-05 11:00:00,2026-09-05 11:00:16.996471,11,5.3,9.3,8
202601020503,確定,-600,2026-09-05 11:00:00,2026-09-05 11:00:16.996471,12,19.9,36.1,11
202609040103,確定,-600,2026-09-05 11:10:00,2026-09-05 11:10:10.833966,1,1.4,2.0,2
202609040103,確定,-600,2026-09-05 11:10:00,2026-09-05 11:10:10.833966,2,8.8,16.1,10
202609040103,確定,-600,2026-09-05 11:10:00,2026-09-05 11:10:10.833966,3,3.9,6.9,7
202609040103,確定,-600,2026-09-05 11:10:00,2026-09-05 11:10:10.833966,4,1.8,3.0,4
202609040103,確定,-600,2026-09-05 11:10:00,2026-09-05 11:10:10.833966,5,72.8,134.3,13
202609040103,確定,-600,2026-09-05 11:10:00,2026-09-05 11:10:10.833966,6,11.0,20.1,11
202609040103,確定,-600,2026-09-05 11:10:00,2026-09-05 11:10:10.833966,7,29.9,55.2,12
202609040103,確定,-600,2026-09-05 11:10:00,2026-09-05 11:10:10.833966,8,7.3,13.2,9
202609040103,確定,-600,2026-09-05 11:10:00,2026-09-05 11:10:10.833966,9,1.1,1.4,1
202609040103,確定,-600,2026-09-05 11:10:00,2026-09-05 11:10:10.833966,10,2.7,4.6,6
202609040103,確定,-600,2026-09-05 11:10:00,2026-09-05 11:10:10.833966,11,1.5,2.5,3
202609040103,確定,-600,2026-09-05 11:10:00,2026-09-05 11:10:10.833966,12,2.0,3.4,5
202609040103,確定,-600,2026-09-05 11:10:00,2026-09-05 11:10:10.833966,13,4.5,8.0,8
202606040103,確定,-600,2026-09-05 11:20:00,2026-09-05 11:20:05.341666,1,2.7,4.3,6
202606040103,確定,-600,2026-09-05 11:20:00,2026-09-05 11:20:05.341666,2,2.0,3.0,5
