race_id,checkpoint_label,checkpoint_offset_sec,scheduled_time,fetched_time,umaban,fuku_odds_low,fuku_odds_high,fuku_ninki
202601020601,確定,-600,2026-09-06 10:00:00,2026-09-06 10:00:16.399196,1,10.8,18.1,10
202601020601,確定,-600,2026-09-06 10:00:00,2026-09-06 10:00:16.399196,2,1.5,2.3,3
202601020601,確定,-600,2026-09-06 10:00:00,2026-09-06 10:00:16.399196,3,1.2,1.6,1
202601020601,確定,-600,2026-09-06 10:00:00,2026-09-06 10:00:16.399196,4,2.9,4.7,5
202601020601,確定,-600,2026-09-06 10:00:00,2026-09-06 10:00:16.399196,5,3.4,5.5,7
202601020601,確定,-600,2026-09-06 10:00:00,2026-09-06 10:00:16.399196,6,1.6,2.4,4
202601020601,確定,-600,2026-09-06 10:00:00,2026-09-06 10:00:16.399196,7,4.0,6.6,8
202601020601,確定,-600,2026-09-06 10:00:00,2026-09-06 10:00:16.399196,8,4.1,6.8,9
202601020601,確定,-600,2026-09-06 10:00:00,2026-09-06 10:00:16.399196,9,40.2,68.0,12
202601020601,確定,-600,2026-09-06 10:00:00,2026-09-06 10:00:16.399196,10,1.4,2.0,2
202601020601,確定,-600,2026-09-06 10:00:00,2026-09-06 10:00:16.399196,11,3.1,5.0,6
202601020601,確定,-600,2026-09-06 10:00:00,2026-09-06 10:00:16.399196,12,12.1,20.4,11
202601020601,確定,-600,2026-09-06 10:00:00,2026-09-06 10:00:16.399196,13,54.5,92.3,13
202609040201,確定,-600,2026-09-06 10:05:00,2026-09-06 10:05:04.841745,1,1.1,1.3,1
202609040201,確定,-600,2026-09-06 10:05:00,2026-09-06 10:05:04.841745,2,10.2,19.6,8
202609040201,確定,-600,2026-09-06 10:05:00,2026-09-06 10:05:04.841745,3,1.6,2.6,3
202609040201,確定,-600,2026-09-06 10:05:00,2026-09-06 10:05:04.841745,4,2.1,3.6,6
202609040201,確定,-600,2026-09-06 10:05:00,2026-09-06 10:05:04.841745,5,1.7,2.8,4
202609040201,確定,-600,2026-09-06 10:05:00,2026-09-06 10:05:04.841745,6,2.1,3.7,5
202609040201,確定,-600,2026-09-06 10:05:00,2026-09-06 10:05:04.841745,7,2.7,4.8,7
202609040201,確定,-600,2026-09-06 10:05:00,2026-09-06 10:05:04.841745,8,1.3,2.0,2
202609040201,確定,-600,2026-09-06 10:05:00,2026-09-06 10:05:04.841745,9,10.4,20.0,9
202609040201,確定,-600,2026-09-06 10:05:00,2026-09-06 10:05:04.841745,10,18.9,36.6,10
202601020602,確定,-600,2026-09-06 10:30:00,2026-09-06 10:30:19.462704,1,1.6,2.5,4
202601020602,確定,-600,2026-09-06 10:30:00,2026-09-06 10:30:19.462704,2,1.1,1.5,1
202601020602,確定,-600,2026-09-06 10:30:00,2026-09-06 10:30:19.462704,3,13.5,24.2,10
202601020602,確定,-600,2026-09-06 10:30:00,2026-09-06 10:30:19.462704,4,1.2,1.8,3
202601020602,確定,-600,2026-09-06 10:30:00,2026-09-06 10:30:19.462704,5,9.5,17.0,9
202601020602,確定,-600,2026-09-06 10:30:00,2026-09-06 10:30:19.462704,6,1.2,1.7,2
202601020602,確定,-600,2026-09-06 10:30:00,2026-09-06 10:30:19.462704,7,3.3,5.6,6
202601020602,確定,-600,2026-09-06 10:30:00,2026-09-06 10:30:19.462704,8,3.4,5.8,7
