race_id,bet_type,rank,combination,payout,popularity
202606030501,単勝,1,2,170,1
202606030501,複勝,1,2,110,1
202606030501,複勝,2,15,130,2
202606030501,複勝,3,5,160,3
202606030501,枠連,1,1 - 8,220,1
202606030501,馬連,1,2 - 15,530,1
202606030501,ワイド,1,2 - 15,250,2
202606030501,ワイド,2,2 - 5,220,1
202606030501,ワイド,3,5 - 15,590,4
202606030501,馬単,1,2 → 15,700,2
202606030501,3連複,1,2 - 5 - 15,910,1
202606030501,3連単,1,2 → 15 → 5,2570,3
202606030502,単勝,1,9,1540,7
202606030502,複勝,1,9,400,8
202606030502,複勝,2,5,110,1
202606030502,複勝,3,15,190,3
202606030502,枠連,1,3 - 5,1360,5
202606030502,馬連,1,5 - 9,2140,8
202606030502,ワイド,1,5 - 9,840,9
202606030502,ワイド,2,9 - 15,1560,21
202606030502,ワイド,3,5 - 15,300,2
202606030502,馬単,1,9 → 5,5560,20
202606030502,3連複,1,5 - 9 - 15,3750,13
202606030502,3連単,1,9 → 5 → 15,32910,109
202606030503,単勝,1,10,390,2
202606030503,複勝,1,10,330,2
202606030503,複勝,2,4,420,3
202606030503,複勝,3,13,880,6
202606030503,枠連,1,4 - 7,920,4
202606030503,馬連,1,4 - 10,1410,4
202606030503,ワイド,1,4 - 10,490,4
202606030503,ワイド,2,10 - 13,1260,15
202606030503,ワイド,3,4 - 13,1270,16
202606030503,馬単,1,10 → 4,2490,9
202606030503,3連複,1,4 - 10 - 13,5920,19
202606030503,3連単,1,10 → 4 → 13,21980,70
202606030504,単勝,1,2,350,2
202606030504,複勝,1,2,130,2
202606030504,複勝,2,10,130,1
202606030504,複勝,3,13,200,4
202606030504,枠連,1,2 - 6,440,1
202606030504,馬連,1,2 - 10,470,1
202606030504,ワイド,1,2 - 10,210,1
202606030504,ワイド,2,2 - 13,470,6
202606030504,ワイド,3,10 - 13,430,4
202606030504,馬単,1,2 → 10,940,2
202606030504,3連複,1,2 - 10 - 13,1060,2
202606030504,3連単,1,2 → 10 → 13,3740,3
202606030505,単勝,1,2,250,1
202606030505,複勝,1,2,120,1
202606030505,複勝,2,6,140,2
202606030505,複勝,3,16,740,9
202606030505,枠連,1,1 - 3,380,1
202606030505,馬連,1,2 - 6,500,1
202606030505,ワイド,1,2 - 6,210,1
202606030505,ワイド,2,2 - 16,2050,25
202606030505,ワイド,3,6 - 16,2180,27
202606030505,馬単,1,2 → 6,940,1
202606030505,3連複,1,2 - 6 - 16,6040,20
202606030505,3連単,1,2 → 6 → 16,18740,59
202606030506,単勝,1,17,290,1
202606030506,複勝,1,17,150,2
202606030506,複勝,2,13,150,1
202606030506,複勝,3,14,4660,17
202606030506,枠連,1,7 - 8,450,1
202606030506,馬連,1,13 - 17,530,1
202606030506,ワイド,1,13 - 17,250,1
202606030506,ワイド,2,14 - 17,19530,81
202606030506,ワイド,3,13 - 14,21050,83
202606030506,馬単,1,17 → 13,890,1
202606030506,3連複,1,13 - 14 - 17,55330,124
202606030506,3連単,1,17 → 13 → 14,173520,434
202606030507,単勝,1,9,130,1
202606030507,複勝,1,9,110,1
202606030507,複勝,2,2,470,7
202606030507,複勝,3,8,1000,11
202606030507,枠連,1,1 - 5,780,4
202606030507,馬連,1,2 - 9,1230,5
202606030507,ワイド,1,2 - 9,570,6
202606030507,ワイド,2,8 - 9,1650,14
202606030507,ワイド,3,2 - 8,11020,57
202606030507,馬単,1,9 → 2,1330,6
202606030507,3連複,1,2 - 8 - 9,18160,52
202606030507,3連単,1,9 → 2 → 8,40080,117
202606030508,単勝,1,7,390,2
202606030508,複勝,1,7,150,2
202606030508,複勝,2,14,130,1
202606030508,複勝,3,1,1820,13
202606030508,枠連,1,4 - 7,370,1
202606030508,馬連,1,7 - 14,450,1
202606030508,ワイド,1,7 - 14,240,1
202606030508,ワイド,2,1 - 7,4640,39
202606030508,ワイド,3,1 - 14,4170,33
202606030508,馬単,1,7 → 14,1170,3
202606030508,3連複,1,1 - 7 - 14,10240,30
202606030508,3連単,1,7 → 14 → 1,47970,140
202606030509,単勝,1,6,330,2
202606030509,複勝,1,6,150,2
202606030509,複勝,2,5,110,1
202606030509,馬連,1,5 - 6,270,1
202606030509,ワイド,1,5 - 6,130,1
202606030509,ワイド,2,3 - 6,200,3
202606030509,ワイド,3,3 - 5,160,2
202606030509,馬単,1,6 → 5,600,2
202606030509,3連複,1,3 - 5 - 6,320,1
202606030509,3連単,1,6 → 5 → 3,1470,2
202606030510,単勝,1,5,930,4
202606030510,複勝,1,5,260,4
202606030510,複勝,2,2,150,1
202606030510,複勝,3,6,440,9
202606030510,枠連,1,2 - 4,930,4
202606030510,馬連,1,2 - 5,1340,4
202606030510,ワイド,1,2 - 5,510,4
202606030510,ワイド,2,5 - 6,3210,41
202606030510,ワイド,3,2 - 6,1220,14
202606030510,馬単,1,5 → 2,3830,13
202606030510,3連複,1,2 - 5 - 6,8120,29
202606030510,3連単,1,5 → 2 → 6,55220,191
202606030511,単勝,1,3,4350,6
202606030511,複勝,1,3,450,6
202606030511,複勝,2,7,110,1
202606030511,複勝,3,5,270,5
202606030511,枠連,1,2 - 4,2000,7
202606030511,馬連,1,3 - 7,2000,6
202606030511,ワイド,1,3 - 7,640,6
202606030511,ワイド,2,3 - 5,1780,18
202606030511,ワイド,3,5 - 7,350,3
202606030511,馬単,1,3 → 7,10200,24
202606030511,3連複,1,3 - 5 - 7,3060,9
202606030511,3連単,1,3 → 7 → 5,59140,140
202606030512,単勝,1,6,1320,5
202606030512,複勝,1,6,420,7
202606030512,複勝,2,16,580,8
202606030512,複勝,3,15,1750,14
202606030512,枠連,1,3 - 8,3640,17
202606030512,馬連,1,6 - 16,14860,39
202606030512,ワイド,1,6 - 16,3820,37
202606030512,ワイド,2,6 - 15,10170,69
202606030512,ワイド,3,15 - 16,10550,72
202606030512,馬単,1,6 → 16,24920,71
202606030512,3連複,1,6 - 15 - 16,225240,298
202606030512,3連単,1,6 → 16 → 15,982950,1484
202609020501,単勝,1,7,320,2
202609020501,複勝,1,7,140,4
202609020501,複勝,2,11,130,2
202609020501,複勝,3,2,110,1
202609020501,枠連,1,4 - 6,710,4
202609020501,馬連,1,7 - 11,780,4
202609020501,ワイド,1,7 - 11,280,4
202609020501,ワイド,2,2 - 7,390,6
202609020501,ワイド,3,2 - 11,270,3
202609020501,馬単,1,7 → 11,1150,2
202609020501,3連複,1,2 - 7 - 11,1160,3
202609020501,3連単,1,7 → 11 → 2,5930,21
