race_id,race_number,race_name,surface,distance_m,weather,going,start_time,race_date,racecourse,finish_pos,waku,umaban,horse_id,horse_name,sex_age,kinryo,jockey_id,jockey_name,time,margin,passing_order,last_3f,odds_final,popularity,weight,trainer_id,trainer_name,owner_id,owner_name,prize
202603020101,1,障害3歳以上未勝利,芝,2750,晴,稍重,10:05,2026-06-27,福島,1,4,5,2022104000,ディベルティスマン,牡4,60,01149,伴啓太,3:00.2,,5-5-2-2,13.1,5.4,4,514(-6),01115,[東]菊沢隆徳,425030,堂守貴志,840.0
202603020101,1,障害3歳以上未勝利,芝,2750,晴,稍重,10:05,2026-06-27,福島,2,6,10,2020102956,ブライテストドーン,セ6,57,01177,小林凌大,3:01.0,5,3-2-1-1,13.2,129.5,13,516(+8),01112,[東]田島俊明,310007,吉田千津,340.0
202603020101,1,障害3歳以上未勝利,芝,2750,晴,稍重,10:05,2026-06-27,福島,3,7,12,2021100557,オーサムストローク,牡5,60,01113,草野太郎,3:01.2,1.1/4,9-9-6-3,13.2,4.7,2,448(-6),01023,[東]伊藤圭三,542800,ライオンレースホース,210.0
202603020101,1,障害3歳以上未勝利,芝,2750,晴,稍重,10:05,2026-06-27,福島,4,6,9,2020110065,キュピドン,牡6,60,01139,森一馬,3:01.8,3.1/2,6-6-7-6,13.2,5.2,3,512(0),00427,[西]森秀行,117031,前田幸貴,130.0
202603020101,1,障害3歳以上未勝利,芝,2750,晴,稍重,10:05,2026-06-27,福島,5,3,4,2019106698,バラジ,セ7,60,01196,小牧加矢,3:01.8,ハナ,2-3-5-5,13.2,3.5,1,498(-4),01214,[西]井上智史,851009,岡田牧雄,84.0
202603020101,1,障害3歳以上未勝利,芝,2750,晴,稍重,10:05,2026-06-27,福島,6,5,8,2022102713,エンジョイドライブ,牡4,60,01066,難波剛健,3:02.1,1.3/4,7-8-9-7,13.2,39.6,10,472(+8),01073,[西]宮本博,504007,田島政光,
202603020101,1,障害3歳以上未勝利,芝,2750,晴,稍重,10:05,2026-06-27,福島,7,4,6,2019101351,セキテイオー,牡7,60,01052,金子光希,3:02.4,1.1/2,7-7-8-7,13.3,9.6,5,482(0),01119,[東]田中剛,564031,杉山元洋,
202603020101,1,障害3歳以上未勝利,芝,2750,晴,稍重,10:05,2026-06-27,福島,8,1,1,2018103603,グラヴィテ,牝8,58,01072,黒岩悠,3:03.1,4,1-1-2-3,13.3,24.5,8,496(+8),01200,[西]藤野健太,097031,栗山学,
202603020101,1,障害3歳以上未勝利,芝,2750,晴,稍重,10:05,2026-06-27,福島,9,8,14,2021101164,フォルガイル,牡5,57,01201,水沼元輝,3:05.2,大,3-3-4-7,13.5,18.3,7,446(+6),01077,[東]加藤和宏,542800,ライオンレースホース,
202603020101,1,障害3歳以上未勝利,芝,2750,晴,稍重,10:05,2026-06-27,福島,10,2,2,2020102559,ナチュラルリバー,牡6,60,01046,高田潤,3:06.7,9,10-10-10-10,13.6,45.8,11,484(-6),01211,[西]宮地貴稔,231033,吉田晴哉,
